city,name,latitude,longitude,stars,state,address,wifi,restaurantsdelivery,restaurantsgoodforgroups,restaurantspricerange,businessparking,business_id,postal_code,review_count
St Charles,Amerisports Bar & Grill,38.767083,-90.48401,2.5,MO,1 Ameristar Blvd,'free',False,True,2,"{u'valet': False, u'garage': True, u'street': False, u'lot': None, u'validated': False}",8Its8xIhtUROHXd7oVuZ0w,63301,51
Mount Juliet,Wow Cafe and Wingery,36.200055,-86.5186054,4,TN,"Providence Marketplace, 401 S Mount Juliet Rd, Ste 570",u'free',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",bIPuag0ccVLaoJL1XL78rg,37122,15
Saint Petersburg,Central Coffee Shoppe,27.770904,-82.640892,3.5,FL,530 Central Ave,u'free',True,False,1,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",6wOkgfCg1G8XOJJhOvlfNQ,33701,151
Nashville,The Cave,36.1517354,-86.7802609,3,TN,811 Gleaves St,NA,NA,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",apzsxzeSo_MAuW8hkcAh1A,37204,5
Tampa,Lodge Restaurant & Bar,27.9387699,-82.4827424,3.5,FL,516 S Howard Ave,'free',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",qgRUev0n93CspUxtOrhz5w,33606,198
Hermitage,First Watch,36.19362,-86.62249,4,TN,3879 Lebanon Pike,u'free',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': None, 'valet': False}",VHw4q0f8WmajCUD2wGXBDA,37076,369
Wilmington,Timothy's On the Riverfront,39.729337,-75.561798,2.5,DE,930 Justison St,'free',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",vVLLNrqhvrkVXfIIW9Etag,19801,138
Jefferson,Waffle House,29.9648902,-90.1370927,4.5,LA,612 Jefferson Hwy,NA,True,NA,NA,NA,qoX0BWUTCIEXJAN-5Je_lQ,70121,13
Tampa,LongHorn Steakhouse,27.9585401846,-82.5244898769,3.5,FL,1820 NW Shore Blvd,'free',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",rE5uySmc9eaADCXUaE0zEQ,33607,115
Marcus Hook,Jack Cassidy's Irish Pub,39.851892,-75.4575784,3,PA,801 Conchester Hwy,NA,False,True,2,NA,5LHCWInhyUdsnCFq71KNEg,19061,10
Ashland City,Sunrise Cafe,36.275368,-87.065231,3,TN,202 Main St,u'no',False,True,2,NA,x8FsvfxO0EsmB6Upcc2Tyg,37015,6
Nashville,Noble's Kitchen & Beer Hall,36.177625,-86.751925,3.5,TN,974 Main St,u'free',False,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",jaJhPD1mn5aqWUr61-nxyw,37206,158
Nashville,Ruby Tuesday,36.086443,-86.647757,3.5,TN,2304 Murfreesboro Pike,'free',True,True,2,"{u'valet': False, u'garage': False, u'street': None, u'lot': None, u'validated': None}",WRhmIqpoCbztI7IZwNsPyA,37217,35
Saint Charles,Cooper's Legendary American Pub,38.7836344988,-90.4800909981,3,MO,140 N Main St,u'no',False,True,1,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",Ka2ZDJpkzCPe1Gv-bg-MDg,63301,8
Philadelphia,Gunners Run,39.9665611,-75.1399899,3,PA,"1001 N 2nd St, Ste 3",u'free',False,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",BIGwAJH7CIvwHu-9Rog9cw,19123,197
Nashville,Geist,36.1746332,-86.7855189,3.5,TN,311 Jefferson St,u'free',False,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",22fzAJbot9r6iA394ZEKxA,37208,201
Wilmington,Applebee's Grill + Bar,39.82513,-75.546234,2,DE,1600 Rocky Run Pkwy,'free',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",DoHkrJJVPffu924i6MLtcg,19803,46
St. Petersburg,Crowley's Downtown,27.7713645,-82.6367108,4,FL,269 Central Ave,'free',True,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",K-FBBLhWuwhRcwuhm19Upg,33701,194
Edwardsville,Erato Wine Bar & Restaurant,38.8121051,-89.9562055,4.5,IL,126 N. Main,NA,False,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",9pWhA8uF_GmC7UGE6xSrPA,62025,23
Tampa,Graze 1910,27.96091,-82.46414,4,FL,1910 N Ola Ave,'free',True,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': True}",BsW3-SdZ0X7NYnb-EwwXzg,33602,152
Nashville,Lee's Philly Cheese Steak,36.197183,-86.741843,4,TN,2610 Gallatin Pike,u'no',False,False,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",ETQKdyfkVjdGj62aS4dknA,37216,16
Philadelphia,Kick Axe Throwing,39.9499062,-75.1450579,4.5,PA,232 Market St,u'free',False,True,NA,"{'garage': None, 'street': None, 'validated': False, 'lot': False, 'valet': False}",mhm7pNRVZhSr3RBo9Y2NSQ,19106,98
Odessa,Bell's Tap And Tavern,28.0859676,-82.5802541,4.5,FL,8552 Gunn Hwy,u'free',False,True,2,NA,94lqNQ2ArUy9cx10OIKokA,33556,18
Newark,Friendly's,39.7073074,-75.6834895,2.5,DE,2670 Kirkwood Highway,NA,False,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",bS2clitvOuAuxFKxA0YnXA,19711,12
Saint Louis,Ms. Piggies Smokehouse,38.6917328,-90.3950525,4,MO,10612 Page Ave,u'free',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",X6ry8WkgUyBNPpNxIGpn5g,63132,114
Paoli,TJ's Restaurant & Drinkery,40.0423186,-75.4855999,4,PA,35 Paoli Plz,u'free',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",hm_vd7AoipjSa3i0AFAR5A,19301,326
New Orleans,Hard Rock Cafe,29.9544186,-90.0645593,3,LA,418 N Peters St,u'no',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",w4K9raWb6XdiEcBcUVoA7A,70130,34
Saint Louis,The Pat Connolly Tavern,38.6312926,-90.2925683,4,MO,6400 Oakland Ave,u'free',False,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",LArxVfahgjP-qHfakBZ86w,63139,111
Harleysville,Parkside American Grille,40.278065,-75.387223,3.5,PA,315 Alumni Ave,NA,False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",rJuz-Y_80o9jXBRb7B1bQg,19438,26
Boise,Legends Pub & Grill,43.5887331,-116.2774152,3,ID,"7609 W Overland Rd, Ste 100",u'free',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",3xHkEBrXjrTrAY3vpxy23A,83709,131
Kirkwood,PJ's Tavern,38.5825654,-90.4075481,3.5,MO,123 W Jefferson Ave,u'free',False,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",AK5AQ8TSpLXmjflYbrN_Sw,63122,60
St. Louis,Dulany's Grille and Pub,38.5066365,-90.376884,3.5,MO,9940 Kennerly Rd,u'free',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': None, 'valet': False}",lYOCnSPLrnpxlKtv0J09bA,63128,59
Gulfport,Smokin' J's BBQ,27.7484047,-82.7034512,4,FL,5145 Gulfport Blvd,u'free',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",QMLC0vHvioht4SqbAhoIbg,33707,212
Mount Holly,The Local Eatery & Pub,39.9946815599,-74.78801924,4,NJ,64 High St,'no',False,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",idagElvlzPmrTjNJg-TQOg,08060,177
Metairie,Popeyes Louisiana Kitchen,30.004883,-90.2205267,1.5,LA,7212 Veterans Blvd,NA,True,False,1,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",G30yk7_dun4TMbRvtSTdoQ,70003,23
Newark,Red Lobster,39.690131,-75.66123,2.5,DE,"1249 New Churchman's Rd, CENTER POINTE PLAZA",u'free',True,True,2,"{'garage': True, 'street': True, 'validated': True, 'lot': True, 'valet': True}",bn0XzKxBRBWvnHUMg5cz6g,19713,59
Belleair Bluffs,E & E Stakeout Grill,27.9179601,-82.8171014,4,FL,"100 Indian Rocks Rd N, Ste 100",u'free',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",K4ogLNLcwYNnwulNW8ikSg,33770,298
Bala Cynwyd,Five Guys,40.0034856493,-75.224472,4,PA,77 Cynwyd Shopping Center E City Ave,u'no',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",M8PR_sRjMu05VRv7NbbU4w,19004,68
Indianapolis,Side Street American Grill,39.8243073,-86.2482832,2.5,IN,5130 W 38th St,NA,False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",CUdSg9EkIVTKyJdgrQh_fw,46254,7
St. Louis,Great Grizzly Bear,38.6091831,-90.2068303,3.5,MO,1027 Geyer Ave,NA,False,True,1,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",89OpC3gLfk1YiM9Ps5J11g,63104,55
Phoenixville,PJ Ryan's Pub,40.1340716,-75.5177034,3,PA,233 Bridge St,u'free',False,True,2,NA,8yLUM25bCehmbswn-e-NwA,19460,70
Hendersonville,Our Place Cafe,36.303739,-86.620534,4,TN,"247 W Main St, Ste B",u'no',True,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",nd1wLaVXyk86yECj1ffwJw,37075,73
Wesley Chapel,Dairy Queen,28.2387508204,-82.3641230911,2.5,FL,27329 Wesley Chapel Blvd,'no',True,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",-vOvKRm0kK6r3moj2l10Lg,33544,35
Philadelphia,Pizzeria L'Angolo,40.0224642,-75.2183357,4.5,PA,4105 Main St,NA,NA,NA,NA,NA,FotR6jku5WWtm8THC4T7ig,19127,34
Wenonah,Friendly's,39.8032248568,-75.1683864759,2,NJ,1098 Mantua Pike,u'no',False,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",jtB0LkJAq4dq2RWTwenk0w,08090,11
Tucson,Fat Willy’s Clubouse,32.0920025935,-110.8371410709,4,AZ,8701 S Kolb Rd,NA,NA,NA,NA,NA,fNidADY3MgFJaOBzUvm1bg,85756,5
West Chester,The Greek Express,39.9512332,-75.5986682,4.5,PA,775 S Church St,u'no',True,NA,2,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",OUxAIONe5yhPXTbXg998tQ,19383,11
Philadelphia,Adrian's Sports Bar And Grill,40.0379825,-75.1769392,2,PA,5912 Germantown Ave,u'free',None,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",Qq4bJfagVGJ3Z7BDbkiXuA,19144,5
Nashville,Hardee's,36.1506158026,-86.6997182,3,TN,1000 Acorn Dr,u'free',True,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",l0DgOgLJDoUFHUYjw1uhTw,37210,15
Gretna,Piccadilly Cafeteria,29.8794238,-90.0327091,3,LA,533 Lapalco Blvd,NA,False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",FSb8rGb71GbJt48E-t4w5Q,70056,16
Tucson,Ironwood Steakhouse,32.1518392,-110.9888767,3.5,AZ,"5475 S Calle Santa Cruz, Ste 101",NA,None,NA,NA,NA,DlMC8mxvxbpAshaEL_MPpw,85706,12
Indianapolis,Which Wich,39.914355,-86.109844,2.5,IN,"8702 Keystone Crossing, #VC05",u'free',True,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",bEzNd4tf8T8biCJWRTYwBA,46240,25
Philadelphia,Trev's Philly Steaks,40.096285,-75.017905,3,PA,9970 Roosevelt Blvd,u'free',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",JCFoc-tILAHIf-zqSatBdA,19115,80
Holmes,Barnaby's of Ridley,39.8975258,-75.311337,3,PA,2107 MacDade Blvd,u'free',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",H0kWw_oaUjFecf-ienPV2A,19043,40
Indianapolis,Ted's Montana Grill - Traders Point,39.9129477685,-86.2651711604,4,IN,"5910 W 86th St, Ste 134",u'no',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",9jHgloOaXt-clmnOmwZNZw,46278,213
Franklin,Ground,35.9124058,-86.8878259,4.5,TN,"1409 West Main St, Ste 301",u'free',True,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",Om6MYHw7pN-5btvHrs7eYA,37064,103
Abington,Senor Salsa,40.1190304,-75.1189178,3,PA,1301 Old York Rd,'no',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",C2vKa-eZFVBrfFGYXxvXFw,19001,339
Ballwin,Steak ’n Shake,38.596823,-90.4829974473,1.5,MO,13849 Manchester Rd,'free',False,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",L-M6UW4d0HOCtgMTTxZNLA,63011,44
Marana,The Gallery Grille,32.46245,-111.08008,3,AZ,14000 N Dove Mountain Blvd,u'free',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}",NMoB0LogwnIkQl1fubRs0w,85658,18
Saint Louis,The Station Grille,38.62813,-90.208034,3,MO,1820 Market St,u'no',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",noYjWEY5R7k_wTtHUkt0dw,63103,46
Plainfield,Buffalo Wild Wings,39.716305,-86.3537459,2.5,IN,"2683 East Main St, Ste 117",'free',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",Km8zEoQ6KkkG0yVjiJXUCQ,46168,75
Lebanon,Refuge At The Hills,38.6013789,-89.8219776,4.5,IL,1015 Belleville St,NA,False,True,2,NA,ij3BCvYkL9Obq4cafe2qew,62254,5
Warminster,Burger King,40.2046977601,-75.0971719623,2,PA,580 W St Rd,NA,True,False,1,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",lZG8eUJwuZA71pU-6eK2WQ,18974,7
Belleville,The Round Table Cafe,38.5537274,-90.039045,3,IL,11 N 64th St,u'free',False,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",qDFtWcIlBx9QYOQwj09_fg,62223,37
Castleton,LongHorn Steakhouse,39.9059653,-86.0661705453,3,IN,5910 E 82nd St,'free',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",fFPSKs3nCpj5EcOWPc7ltg,46250,94
Indianapolis,Granite City Food & Brewery,39.7157765147,-86.2942278538,2.5,IN,7800 Col H Weir Cook Memorial Dr,'free',False,True,2,"{u'valet': False, u'garage': True, u'street': False, u'lot': False, u'validated': False}",fI-fJlCRserDHSe1y7942Q,46241,99
Dunedin,Downtown Dunedin Deli & Grill,28.011668,-82.7900464,3.5,FL,"730 Broadway, Ste 4",u'free',True,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",CEFUpKyGrBJyBs0jrwvngw,34698,28
Philadelphia,Jamaican D's,40.0524287,-75.1580031,4,PA,1265 E Chelten Ave,u'no',None,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",MYZuMWSZ9-1q-_1fbWfvow,19138,157
Brownsburg,Brickers Pub,39.8572765,-86.3918084,4,IN,50 E Northfield Dr,u'free',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",VbLfqHIE35qdHvtmaX6MDA,46112,38
New Orleans,St Roch Market,29.9693909,-90.0521636,4.5,LA,2381 St Claude Ave,'free',True,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",z0MXYel0okwMqLjgMkKD2A,70117,610
Sherwood Park,State & Main Kitchen & Bar,53.542391,-113.266102,3,AB,"590 Baseline Road, Unit 280",NA,False,True,2,"{'garage': None, 'street': None, 'validated': False, 'lot': None, 'valet': False}",tjOfPXmTowILtIdpXD7Fgw,T8H 1Y4,24
Reno,Steak ’n Shake,39.438014,-119.7633433429,2,NV,470 S Meadows Pkwy,'free',True,True,1,"{u'valet': False, u'garage': False, u'street': None, u'lot': True, u'validated': False}",UuuBYchJI23ddIoKl8fPfA,89521,321
Philadelphia,Fishtown Diner,39.9774533,-75.1245282,3,PA,2424 E York St,u'free',True,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",QJcjW79f5k_HLg5_KgjUtg,19125,222
New Port Richey,Taco Bell,28.2215,-82.73482,2,FL,4312 U.S. Highway 19,NA,True,True,1,"{u'valet': False, u'garage': False, u'street': False, u'lot': True, u'validated': False}",Gkru_c5HY1Cea7AqaMLqoA,34652,17
Elkins Park,Burger.Org,40.079188,-75.127198,2.5,PA,8120 Old York Rd,NA,False,False,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",XvgNvvgMTVA0z8fbweBlew,19027,16
Gibsonton,The River's Edge Bar and Grill,27.8567845,-82.3809326,4,FL,6226 Ohio Ave,'no',None,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",5e93fSjm9AntMiwtN7dQ_g,33534,88
Metairie,Spotlight Restaurant & Bar,30.00222,-90.189073,4.5,LA,2925 Harvard Ave,u'free',False,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",pC4NU8KGBvtdWIgK6w8n_A,70006,13
Tampa,Checkers,27.9810721,-82.4906507,1.5,FL,2820 W Dr Martin Luther King Jr Blvd,'no',True,False,1,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",c1jx3p1Z56lCK9OCsR4iew,33607,14
Reno,Lodgepole Cafe,39.3283089,-119.8854661,3.5,NV,22222 Mt Rose Hwy,NA,False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",8piKZNyXUZeG8LVhJDihpg,89511,10
Audubon,The Club at Shannondell,40.1275552,-75.4220827,2.5,PA,2750 Egypt Rd,NA,NA,False,3,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",rU7Um7GFVrb4m_5Hih4YRQ,19406,19
Reno,The Lodge at Galena,39.372033,-119.844959,3.5,NV,17025 Mt Rose Hwy,u'free',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",5E49HDnDjgEXeWP-8GKPZQ,89511,26
Tampa,Planet Grilled Cheese - Citrus Park Mall -,28.069843,-82.576537,3.5,FL,"8021 Citrus Park, Ste FC7",u'free',True,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}",P1eLS6wRgQRY7nQocPoCnA,33625,12
Tucson,Runway Bar and Grill,32.197307,-110.9090542,4,AZ,2101 S Alvernon Way,u'free',True,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",nxf2D6Hw3dPjtmrvj-7g_Q,85711,8
St. Louis,Spazio Westport,38.6982048263,-90.4439859844,3.5,MO,12031 Lackland Rd,u'free',False,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",Gw1MhtcCnPerFPSpI_6I5g,63146,17
Mt Juliet,Fate Sanders Marina,36.041942,-86.490808,1.5,TN,3157 Weakley Ln,NA,False,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",XAsIT4F40kMsS5XPEhH7kg,37122,5
Indianapolis,Punch Burger,39.7696213468,-86.1548468466,4,IN,137 E Ohio St,u'no',None,True,1,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",gFApW0S59priCHlZbMPSiA,46204,668
Waterloo,Frederico's,38.3366751895,-90.1503233984,4,IL,1551 N Illinois Rte 3,'no',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",4KV4bDVKzUCLrnIHgJKfNg,62298,28
Tampa,Show-Me's,28.0522565,-82.4266704,3,FL,11402 N 30th St,u'free',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",38PnbJvCrsJYvEzzb4ytfQ,33612,9
Broomall,Paxon Hollow Country Club,39.956037,-75.3739638,2.5,PA,850 Paxon Hollow Rd,u'no',False,True,3,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",BksHQcG8gWLIm73KeS5xHg,19008,14
Nashville,Burgerim,36.169219,-86.6852936333,3,TN,2260 Lebanon Pike,'no',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",OfjIf_YzD8dC7YlsV8a71Q,37214,52
Saint Petersburg,Fresco's Waterfront Bistro,27.7732269651,-82.6314324449,3.5,FL,300 2nd Ave NE,'free',True,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",kQDsmkRsLIiEEY2douOZWg,33701,653
Linfield,Railroad Street Bar and Grill,40.2105693,-75.5664925,4,PA,36 Railroad St,u'free',True,True,2,"{'garage': False, 'street': None, 'validated': False, 'lot': True, 'valet': False}",ViZaLnjXlHO6cb3D7MfKmw,19468,291
Antioch,Kat's Bar & Grill,36.0509376,-86.6516962,2,TN,5325 Mt View Rd,'no',False,False,2,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",mknZgnlDChUeaq461E2TKg,37013,7
Franklin,Old School Bar & Grill,35.9518306833,-86.8063312236,3,TN,"1000 Meridian Blvd, Ste 100",u'free',True,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",xYt01b3U9wTPe1Ysx1-u7Q,37067,34
Indianapolis,Burgerhaus,39.7791849584,-86.1651136726,4,IN,"335 W 9th St, Ste D",u'free',True,True,2,"{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}",R8WaL2GBd6FIFHmwaRWGNQ,46202,405
Lindenwold,Gino's Pizza By Palillero Family,39.8050971,-75.0181594,3,NJ,585 Blackwood Clementon Rd,NA,True,False,1,None,9w5iVQslhApHMvxVhXGgcw,08021,10
Indianapolis,Magoo's California Pizza,39.823124,-86.24321,4.5,IN,4919 W 38th St,u'free',False,True,1,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",OyA6RIKv-2ZeUZF12V2xOA,46254,194
Fort Washington,Toner's Beef & Ale Tavern,40.137723,-75.211971,3.5,PA,101 E Pennsylvania Ave,NA,False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",oRZ24FzN8-RucbIMOPpHww,19034,29
Prospect Park,Trieste Italian Restaurant,39.884827,-75.303595,4,PA,641 Chester Pike,u'free',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",UaRtzHAyTf19bMxkxZk7bw,19076,110
Saint Charles,Culpeppers,38.788187,-90.535014,3.5,MO,3010 W Clay St,'free',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",rL_gE_72vsvivmRE85zIeA,63301,72
Philadelphia,Coco's Chicken and Waffles,39.9612103,-75.1388269,3,PA,628 N Front St,u'free',True,True,2,NA,e35x4wEC-SQaj_2_O7ZyZg,19123,17
Boise,Shari's - Boise,43.60465296,-116.28790379,2.5,ID,8521 W Franklin Rd,'free',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",dN2Bg65U8AcPmKG1RSYYfw,83709,63
Zionsville,The Loft Restaurant,39.9172917,-86.2881765,4,IN,9101 Moore Rd,u'free',None,True,3,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",ehzdBdCuwFNHEoIfpJY7Iw,46077,313
Pottstown,TGI Fridays,40.2343966705,-75.6619401983,2,PA,351 W Schuylkill Rd A-2,u'free',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",SRZXb6ankkoj6zC3dWJBRA,19465,41
Tampa,Beef 'O' Brady's,27.9487895,-82.3480978,3,FL,9331 E Adamo Dr,'free',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",cEuWViAZWCQEG-jbKaOv2g,33619,24
Carmel,Applebee's Grill + Bar,39.93602,-86.2340331,3.5,IN,10325 N Michigan Rd,'free',False,True,2,None,pgFJ572AadiT2_kqWDD5hg,46032,17
West Berlin,Victory Bar & Grill,39.78904,-74.911714,3.5,NJ,795 S Rte 73,u'free',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",RDICWWnpw6PhoLi1D7oT6g,08091,84
Boise,Edge Brewing Pub On 10th,43.6179079,-116.205131,4.5,ID,205 N 10th St,u'free',False,NA,2,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",0BTyvVxvayjOX6y10qIvtA,83702,29
Fairview Heights,Lotawata Creek Southern Grill,38.601418,-89.9820064,3.5,IL,311 Salem Pl,u'free',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",Kfaq9cuyeXHkzWwL39jUWw,62208,550
New Port Richey,Applebee's Grill + Bar,28.281601,-82.67642,2.5,FL,8537 Little Rd,'free',True,True,2,"{'garage': None, 'street': None, 'validated': False, 'lot': True, 'valet': False}",hZtDA2MptLT7zdhDQ5bKRQ,34654,67
New Orleans,Dino's Bar & Grill,29.93992,-90.0668759,4,LA,1128 Tchoupitoulas St,'no',False,True,2,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",Xh6CqeOjcalJs81Ktkb_cQ,70130,74
Tucson,Little Anthony's Diner,32.2203531,-110.8431381,4,AZ,7010 E Broadway Blvd,u'free',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",eTCDxZd5QUj2kBrBMbnbTQ,85710,343
Tucson,Stadium Grill,32.3239384,-111.0431998,3.5,AZ,"3682 W Orange Grove Rd, Ste 146",'free',False,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",tDCQ8tSIvzNfuqC7nzBtOA,85741,28
Sparks,Bourbon Square Casino,39.5344616,-119.75512,3.5,NV,1040 Victorian Ave,NA,NA,NA,NA,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",0FitysDUUCptqQY8K0nBYw,89431,11
Tampa,Metro Diner,27.945189,-82.510009,4.5,FL,4011 West Kennedy Blvd,'free',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",QpyvUColtSYH5VtkcrN6Xw,33609,628
Indianapolis,Scotty's Dawghouse,39.8420384208,-86.1690480647,3.5,IN,"4702 Sunset Ave, Ste 100",u'free',True,True,2,"{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}",nxOtSRgqnr_3fb-nnSc8mg,46208,105
St Petersburg,EVOS Feel Great Food-St. Petersburg,27.7963615,-82.63811,3.5,FL,2631 4th St N,'free',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",eQPX1bLy7UA7aFvZHwkfPQ,33704,153
Pinellas Park,WingHouse Bar & Grill,27.8423793114,-82.6865187752,3,FL,7790 US Hwy 19,u'free',True,True,2,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",7QEJKb5jKaevJonzoIDv7g,33781,75
